id,corridor_id,source_code,source_name,source_region,source_income,source_lending,source_G8G20,destination_code,destination_name,destination_region,destination_income,destination_lending,destination_G8G20,payment instrument,access point,speed actual,receiving network coverage,pickup method,date,cc1 lcu amount,cc1 denomination amount,cc1 lcu code,cc1 lcu fee,cc1 lcu fx rate,cc1 fx margin,cc1 total cost %,cc2 lcu amount,cc2 denomination amount,cc2 lcu code,cc2 lcu fee,cc2 lcu fx rate,cc2 fx margin,cc2 total cost %,inter lcu bank fx,transparent,Standard Note,note2,regulatory_risk_score,fx_volatility,aml_risk_index,correspondent_network_depth,transfer_time_estimate_days,composite_cost_score,political_stability_index,regulatory_quality_score,rule_of_law_index,government_effectiveness,financial_system_development,banking_sector_stability,payment_system_efficiency,aml_effectiveness_score,tax_transparency_score,reporting_requirements_index,currency_convertibility_score,capital_mobility_index,treaty_network_density,financial_sanctions_risk,dispute_resolution_mechanism,bilateral_tax_treaty_strength,double_taxation_avoidance,information_exchange_agreement,jurisdictional_hops_count,regulatory_domain_changes,currency_conversions_count,withholding_tax_rate,financial_transaction_tax,compliance_documentation_cost,settlement_risk_index
915,CHN-ARG,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,ARG,Argentina,Latin America & Caribbean,Upper middle income,Medium,G8G20,Bank Transfer,Mobile App,Instant,High,ATM,2022-02-15,1295,43.18,EUR,12.63,15.0881,0.0127,0.0225,1287,57.8,PHP,12.36,50.2991,0.0094,0.019,0.0055,Opaque,Prefer local bank transfer where possible,,0.116,0.078,0.683,8,3,0.1806,0.3262876195292233,0.8693618706516308,0.497238158929786,0.7162044228522089,0.5610493558988621,0.8145918769094442,0.5559858889821504,0.4069937039659188,0.52497922828555,0.4861869158846035,0.7415559742553455,0.6138326087368973,0.6253242873462306,0.3849225767702352,0.5201871154777434,0.4799727342524712,0,1,2,1,1,0.05,0.0038,50.08,0.4385645361135658
916,PHL-IDN,PHL,Philippines,East Asia & Pacific,Lower middle income,Medium,No,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,Bank Transfer,Correspondent Bank,2-5 days,High,ATM,2023-08-09,9121,120.19,ZAR,82.07,27.5019,0.0061,0.0151,8803,135.6,ZAR,93.43,45.9416,0.0217,0.0323,0.0106,Opaque,Standard corridor - no special restrictions,,0.497,0.081,0.949,7,1,0.3129,0.5953926557637231,0.4270205118672323,0.1119485348656346,0.3175749183855103,0.461623923897105,0.6514479617500455,0.5634438459067879,0.2393938596221702,0.6402026904286942,0.3462607562238227,0.6195595773289932,0.2813989803120117,0.0622204285698922,0.7190117788442033,0.0099599828565152,0.603450719270349,0,0,1,2,2,0.07,0.0045,78.04,0.6834825830924407
917,CHN-IND,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,IND,India,South Asia,Lower middle income,High,No,Bank Transfer,Bank Branch,2-5 days,Low,Home Delivery,2023-06-30,713,16.27,CNY,10.14,41.6993,0.0173,0.0315,740,809.28,INR,5.78,79.3906,0.0234,0.0312,0.0108,Transparent,Prefer local bank transfer where possible,,0.334,0.105,0.333,1,1,0.1648,0.5757439502663699,0.4890427177862363,0.6043148835976145,0.6027200843416199,0.7245120074736789,0.7751437681363522,0.6052094616369982,0.4444192832678816,0.6493330257246301,0.646279933346136,0.6820882969745614,0.8813065026416929,0.4974613452566018,0.4579829565962321,0.6501709713007923,0.4690074571703803,0,1,3,1,2,0.25,0.0054,28.46,0.5229475811659847
918,CHN-RUS,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,Card Transfer,Online Portal,1-2 days,Very High,Mobile Wallet,2022-03-08,2468,46.77,NGN,27.55,28.5027,0.0209,0.0321,2586,99.78,PHP,30.71,51.9193,0.022,0.0339,0.013,Opaque,Prefer local bank transfer where possible,,0.335,0.09,0.72,6,0,0.244,0.6094619828973875,0.5000390092992673,0.5019709260481737,0.8069008504046999,0.6013295171902786,0.5341378147179244,0.78048145464478,0.4238749659655968,0.4668468123823519,0.6191873344610794,0.7826093708647951,0.7664571669297291,0.4603333801335418,0.2784789592416655,0.5440670160546985,0.4773213239787242,1,1,2,0,1,0.067,0.009,58.55,0.472393094778763
919,CAN-TUR,CAN,Canada,North America,High income,High,G8G20,TUR,Turkey,Europe & Central Asia,Upper middle income,Medium,No,Bank Transfer,Mobile App,1-2 days,High,ATM,2022-07-25,6910,115.68,NGN,80.72,76.9705,0.0076,0.0193,7238,398.7,KES,78.79,40.4402,0.0122,0.0231,0.005,Opaque,Correspondent path uses two intermediaries,,0.279,0.066,0.509,5,7,0.1788,0.8943855338750742,0.7340534724968497,0.7833845515225176,0.7986695363076767,0.7215094748393797,0.9459311426427583,0.9072337072414745,0.5116451265755495,0.7832905333484812,0.6572431879000055,1.0,0.646552019586309,0.7072227637644547,0.1065570538813841,0.8065208352970251,0.8415549908056765,0,1,3,0,2,0.082,0.0131,19.31,0.1964279662539366
920,GBR-MAR,GBR,United Kingdom,Europe,High income,High,G8G20,MAR,Morocco,Middle East & North Africa,Lower middle income,Low,No,Card Transfer,Online Portal,1-2 days,High,Branch,2025-05-08,499,29.31,EUR,5.43,67.4256,0.0101,0.021,524,6.76,AUD,9.81,9.8324,0.0114,0.0301,0.0194,Opaque,Prefer local bank transfer where possible,,0.312,0.127,0.709,5,3,0.2298,0.5677893616788853,0.9982297204240854,0.8130173590545926,0.9431661855601076,0.954908820307989,0.8286067862653947,0.6858962146906606,0.6823736182501559,0.9407475999435092,0.916252533798766,0.7956480023875572,0.4818034856557386,0.7244772318833858,0.184524346575494,0.7700272865551541,0.8134247042197682,1,0,3,0,3,0.165,0.0171,87.92,0.2732907991477969
921,ESP-SGP,ESP,Spain,Europe,High income,High,G8G20,SGP,Singapore,East Asia & Pacific,High income,High,No,Mobile Wallet,Correspondent Bank,1-2 days,High,Agent,2022-04-20,2799,75.53,ZAR,24.98,18.2606,0.0088,0.0177,2869,65.1,USD,43.59,32.7682,0.0141,0.0293,0.019,Transparent,Correspondent path uses two intermediaries,,0.218,0.063,0.335,2,3,0.1341,0.8551455095185996,0.9188359456519428,0.803485096816244,0.5639075157692837,0.8090560320768045,1.0,0.8849060081762974,0.7941383482132638,0.793138312772863,0.7998455547007188,0.5840265382696892,0.7912570819706718,0.7454528601846373,0.0,0.8057207473546756,0.5524186336077671,0,0,1,2,3,0.073,0.0057,18.89,0.3788358099831727
922,MEX-MAR,MEX,Mexico,Latin America & Caribbean,Upper middle income,Medium,G8G20,MAR,Morocco,Middle East & North Africa,Lower middle income,Low,No,Cash Pickup,Agent Network,Instant,Very High,ATM,2025-01-31,3816,51.7,GBP,78.85,65.0946,0.0042,0.0249,3914,92.56,USD,103.25,71.5668,0.0159,0.0423,0.0051,Opaque,Correspondent path uses two intermediaries,,0.787,0.068,0.665,7,1,0.324,0.6016106987406104,0.5035410422108707,0.4039857230702299,0.4799009143940104,0.7151005075597419,0.7810513487712082,0.6979515934213104,0.6258427868340426,0.6067654327405602,0.5621592612232562,0.753631676195531,0.3297469439516696,0.56333060215658,0.4753910041546701,0.7395483087052968,0.5323413633739768,1,1,1,1,2,0.054,0.0037,28.25,0.32681816407067277
923,MAR-GBR,MAR,Morocco,Middle East & North Africa,Lower middle income,Low,No,GBR,United Kingdom,Europe,High income,High,G8G20,Bank Transfer,Agent Network,1-2 days,Very High,Branch,2024-07-16,1348,284.19,USD,10.91,58.6793,0.0125,0.0206,1411,20.13,KES,6.36,74.5164,0.0087,0.0132,0.0047,Opaque,Prefer local bank transfer where possible,,0.365,0.048,0.553,1,7,0.2005,0.3537137705921396,0.2193913750895435,0.4720197066815421,0.4552793744328571,0.5168337458808603,0.3324372577397413,0.3471632186074243,0.3768319345335086,0.2666601907702338,0.4021871555212806,0.2106904876679933,0.3614946532312089,0.565610415851179,0.4972617006405082,0.420015239743719,0.5882271842805628,1,0,1,1,1,0.04,0.0076,17.39,0.6659563608976251
924,SGP-DEU,SGP,Singapore,East Asia & Pacific,High income,High,No,DEU,Germany,Europe,High income,High,G8G20,Cash Pickup,Online Portal,1-2 days,High,Branch,2023-06-16,950,15.66,PHP,19.73,74.1007,0.016,0.0368,964,12.73,GBP,22.9,58.8161,0.0025,0.0263,0.0166,Transparent,Requires documentation for large amounts,,0.31,0.07,0.473,5,1,0.1881,0.4696855657438277,0.7021626662254271,0.7018592193903133,0.8830021479606468,0.9550787635873884,0.7260791949220848,0.959754518657106,0.7016022279213951,0.8953967550779001,0.6260828762253531,0.8552026081120607,0.7611799221548128,0.8767236445878857,0.2127337459879406,0.7949061765185893,0.8108173677195659,1,1,3,1,3,0.078,0.0179,60.29,0.1659855022072992
925,ZAF-IRL,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Medium,G8G20,IRL,Ireland,Europe,High income,High,No,Bank Transfer,Correspondent Bank,Instant,Medium,Branch,2022-02-21,4618,89.13,AUD,44.89,4.2833,0.0082,0.0179,4747,178.45,INR,52.8,40.3846,0.01,0.0211,0.0022,Transparent,Standard corridor - no special restrictions,,0.245,0.035,0.169,1,1,0.1023,0.4154310179631343,0.5064343128967805,0.37533497322136,0.3298101301664202,0.4080361505569499,0.4330806778249134,0.4699510971289259,0.3323394022581876,0.3523044105158656,0.1679295367313473,0.5500826341345614,0.4417334746667316,0.4702244496249306,0.5499807391111499,0.1913922905773856,0.306986457283199,0,1,3,0,3,0.026,0.0002,127.08,0.7934055954709811
926,UKR-IND,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,IND,India,South Asia,Lower middle income,High,No,Bank Transfer,Online Portal,2-5 days,Very High,Branch,2023-10-14,810,12.18,NGN,5.41,32.356,0.0138,0.0205,811,19.09,EUR,8.05,77.2703,0.0172,0.0271,0.0212,Opaque,Prefer local bank transfer where possible,,0.293,0.009,0.54,4,3,0.1904,0.3260084092257899,0.4891483966520318,0.1015671746583925,0.3849415420338722,0.5116410258951967,0.3506214537662176,0.4489553611780216,0.2747556189020186,0.2624512480135531,0.3009896179842419,0.3847169609039587,0.5020341974323599,0.2618057747797546,0.6583492008457513,0.612151440020744,0.4652888014188842,0,0,3,1,1,0.005,0.0136,136.5,0.46721757142594705
927,EGY-SWE,EGY,Egypt,Middle East & North Africa,Lower middle income,Low,No,SWE,Sweden,Europe,High income,High,No,Mobile Wallet,Agent Network,1-2 days,Very High,Branch,2021-05-26,609,8.51,EUR,5.7,82.007,0.0052,0.0146,626,11.19,USD,6.76,30.4697,0.0239,0.0347,0.0222,Transparent,Requires documentation for large amounts,,0.455,0.02,0.076,2,0,0.1309,0.1266183967208959,0.3082278052176959,0.3790955566067253,0.4188506080677792,0.2711408561115727,0.5690278591386786,0.539026930301795,0.4078281958448406,0.5128074188854546,0.4042747991085101,0.5238297055102217,0.6069215126186691,0.482146349687325,0.6509808950693838,0.4759834214406298,0.2702878562049701,0,1,1,0,2,0.201,0.0095,15.42,0.5829293783274094
928,NOR-TUR,NOR,Norway,Europe,High income,High,No,TUR,Turkey,Europe & Central Asia,Upper middle income,Medium,No,Bank Transfer,Bank Branch,2-5 days,Low,Home Delivery,2022-05-30,1166,56.63,PHP,12.34,51.3411,0.003,0.0136,1179,37.6,NGN,18.6,40.7417,0.0103,0.0261,0.0098,Transparent,High AML checks required,,0.389,0.057,0.426,7,3,0.1829,0.8104985461140334,0.8571936208423778,0.5839839225052816,0.7653785266426758,0.8818308428296483,0.7776451770807011,0.8777651930868912,0.8467077332401283,0.7463288322923093,0.7769519372049911,1.0,0.8767835899870272,0.7740989147609368,0.2649695255569633,0.8805231213666619,0.7896179939270326,1,1,4,1,3,0.034,0.0032,97.01,0.2952654250077425
929,GBR-POL,GBR,United Kingdom,Europe,High income,High,G8G20,POL,Poland,Europe,High income,Medium,No,Card Transfer,Agent Network,Same day,High,Mobile Wallet,2024-06-20,575,12.69,PHP,9.53,13.8048,0.0013,0.0179,554,10.1,AUD,5.21,26.8836,0.0136,0.023,0.0145,Transparent,Requires documentation for large amounts,,0.472,0.13,0.727,1,0,0.2602,0.904048732044169,0.8056254251963973,0.5320480199839205,0.5759854957406086,0.938281691651168,0.7615767682762216,0.8924121301332596,0.7637079173402828,0.7299792398767295,0.7384366457294131,0.7661532593945728,0.8181066773320396,0.6798607880646722,0.1946707824150846,0.7611621146349007,0.7227968076121537,1,1,2,0,1,0.194,0.0064,104.24,0.43786288350812086
930,ESP-UKR,ESP,Spain,Europe,High income,High,G8G20,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,Bank Transfer,Online Portal,3-7 days,Very High,Agent,2022-02-15,2341,46.15,INR,28.64,65.5744,0.0135,0.0257,2277,29.18,INR,23.65,58.7445,0.0139,0.0243,0.0113,Transparent,High AML checks required,,0.34,0.07,0.229,6,2,0.1388,0.8606608147808503,0.7844251004954368,0.8728442803908119,0.964542594159178,0.952593358126738,0.8941362242082213,0.8792198651380224,0.8538430450860084,0.7607232886315487,0.8681483815148638,0.943692696634762,0.7768191447063535,0.8575021056123368,0.1390223992826917,0.7872641590865221,0.6928561007521216,1,1,4,1,1,0.199,0.0045,82.4,0.24210996867124146
931,CHN-ZAF,CHN,China,East Asia & Pacific,Upper middle income,High,G8G20,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Medium,G8G20,Mobile Wallet,Agent Network,3-7 days,High,Home Delivery,2024-06-03,4504,412.49,INR,26.61,61.058,0.0082,0.0141,4425,106.36,GBP,65.42,4.3639,0.01,0.0248,0.0122,Transparent,Prefer local bank transfer where possible,,0.496,0.04,0.227,1,7,0.164,0.5699222617449488,0.7195755138495581,0.6566728006711645,0.6224072556950748,0.7219572368870042,0.7826036149827069,0.6220040450594967,0.4161495995763753,0.7061355822614288,0.4864266097563138,0.5871594251987315,0.4044562693598539,0.6185539663797156,0.5445743149462665,0.5099689430769917,0.6205884153418071,1,1,3,2,3,0.134,0.0176,101.71,0.3833760567968162
932,GBR-AUS,GBR,United Kingdom,Europe,High income,High,G8G20,AUS,Australia,Oceania,High income,High,G8G20,Mobile Wallet,Correspondent Bank,3-7 days,Very High,ATM,2021-08-02,2015,55.27,KES,20.2,51.5685,0.0187,0.0287,1975,120.22,EUR,3.9,33.4646,0.0216,0.0236,0.0185,Transparent,Standard corridor - no special restrictions,,0.514,0.066,0.335,1,2,0.196,0.8366305502890047,0.7217955022138121,0.7339016007609114,0.6752886568312617,0.784192385462658,0.8619458312183488,0.779802398544425,0.7206941951789197,0.574235198205892,0.8859547397767364,0.931207991180528,0.9151486446204644,0.9048510389540234,0.249025545065486,0.7569926620366372,0.5226198758901347,1,1,3,2,2,0.077,0.0096,38.89,0.47573884833287083
933,TUR-NGA,TUR,Turkey,Europe & Central Asia,Upper middle income,Medium,No,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Low,No,Cash Pickup,Online Portal,2-5 days,High,Mobile Wallet,2025-05-04,1528,331.78,GBP,29.09,84.6825,0.0081,0.0271,1455,25.22,INR,31.85,37.6117,0.0046,0.0265,0.0127,Opaque,Standard corridor - no special restrictions,,0.864,0.093,0.498,4,3,0.2992,0.9268507492122684,0.582049762161915,0.6746473479897895,0.431420662679745,0.7695666110771612,0.8529109051979599,0.6327663101166422,0.4286942204092479,0.5333444318865357,0.2827886170051329,0.6654535958773791,0.7185160567175596,0.5457090826751784,0.3840967465626761,0.6633081739334441,0.6224829816339463,0,1,4,0,3,0.036,0.0113,76.0,0.27623833195005076
934,SAU-POL,SAU,Saudi Arabia,Middle East & North Africa,High income,High,G8G20,POL,Poland,Europe,High income,Medium,No,Bank Transfer,Bank Branch,2-5 days,Low,Agent,2024-01-31,526,7.08,ZAR,7.2,15.0032,0.0127,0.0264,511,11.94,EUR,6.56,25.1447,0.0054,0.0182,0.0141,Transparent,Requires documentation for large amounts,,0.434,0.03,0.373,3,3,0.1837,0.3508113324993781,0.6106587554734547,0.8423182149075092,0.4197980505222372,0.639749740060032,0.8630095346462043,0.772501018785241,0.4883923983068726,0.5747362455547125,0.5497465984018213,0.5802313834813999,0.6110897471008302,0.5164040640632166,0.3364701274307899,0.5101940183170761,0.3968058159706407,1,1,3,0,1,0.184,0.0119,61.68,0.1861432852055902
935,RUS-DEU,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,DEU,Germany,Europe,High income,High,G8G20,Card Transfer,Agent Network,1-2 days,Medium,ATM,2021-01-21,803,12.33,INR,6.59,71.8861,0.0058,0.014,782,10.75,GBP,4.95,42.9739,0.0062,0.0125,0.0225,Transparent,Prefer local bank transfer where possible,,0.147,0.117,0.616,4,2,0.1658,0.5450463071929156,0.8058141861814537,0.5598643511515357,0.5402087465282146,0.7404902966046198,0.6110016464885546,0.8641639509950931,0.5495304988845906,0.6340596475789797,0.4594474741128073,0.7303707104003996,0.6530112172332506,0.5432192650408951,0.4102109313403664,0.5234363801217151,0.5838823196775583,1,1,2,1,3,0.15,0.0128,18.01,0.5028017340063999
936,IRL-CHE,IRL,Ireland,Europe,High income,High,No,CHE,Switzerland,Europe,High income,High,No,Card Transfer,Correspondent Bank,2-5 days,Very High,ATM,2021-04-27,576,24.17,INR,5.11,35.5842,0.005,0.0139,583,7.96,GBP,6.44,36.8097,0.0036,0.0146,0.0036,Opaque,Standard corridor - no special restrictions,,0.472,0.098,0.742,3,7,0.257,0.8254726931635769,0.7847404644447042,0.7844721514944951,0.7754502386240677,0.8618231229886465,0.8059466020787329,0.842156709524197,1.0,0.787396115856891,0.8274356350117251,0.9225628326393716,0.788461981204353,0.905278705595,0.1849396524511609,0.9266065458731062,0.7098951602320261,1,1,3,1,2,0.164,0.0099,95.71,0.18975349307768666
937,BRA-PHL,BRA,Brazil,Latin America & Caribbean,Upper middle income,Medium,G8G20,PHL,Philippines,East Asia & Pacific,Lower middle income,Medium,No,Bank Transfer,Agent Network,Instant,Very High,Agent,2024-09-08,1552,95.76,CNY,16.88,1.0482,0.0116,0.0225,1503,29.39,EUR,17.46,63.5758,0.0132,0.0248,0.0142,Transparent,Requires documentation for large amounts,,0.591,0.076,0.507,2,1,0.2432,0.4348032977027151,0.6438475449883433,0.4174397972677472,0.6442768270019932,0.5067009612690421,0.5917190363432576,0.468192436417031,0.8889000411283275,0.3515248528460423,0.5511776488475686,0.8071965129196017,0.7443663090304431,0.6521610546607766,0.388067406586577,0.7621306735604403,0.659606930896262,1,1,2,2,1,0.002,0.0004,76.81,0.3274520619443144
938,GBR-KEN,GBR,United Kingdom,Europe,High income,High,G8G20,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,Remittance Service,Mobile App,2-5 days,High,Branch,2023-01-22,344,560.86,NGN,4.38,63.6194,0.0142,0.0269,339,8.07,GBP,2.34,7.2635,0.013,0.0199,0.0101,Transparent,High AML checks required,,0.437,0.016,0.58,5,5,0.2268,0.7754759541192572,0.8288696909271911,0.7135292822861553,0.6708417569000354,0.998458117057446,0.9874649592321838,0.7339069030764094,0.731545780182457,0.7327892140249285,0.7460812915511628,0.8777153854305098,0.9336233753975416,0.6603339229815908,0.2515616389815192,0.948394369057157,0.6944826309742442,0,1,4,1,2,0.232,0.0067,44.9,0.3350027736759224
939,TUR-UKR,TUR,Turkey,Europe & Central Asia,Upper middle income,Medium,No,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,Bank Transfer,Correspondent Bank,2-5 days,Low,Mobile Wallet,2022-02-21,624,9.09,ZAR,4.8,32.1582,0.0098,0.0175,634,30.6,AUD,6.5,37.003,0.0127,0.023,0.0056,Transparent,Standard corridor - no special restrictions,,0.525,0.115,0.252,3,1,0.1756,0.3984357575707521,0.5417844069480157,0.5103936717707199,0.7665955273270919,0.7609791454852085,0.7677024739958691,0.7383968370816143,0.6635492405938377,0.4674301448103619,0.5261677413575819,0.5512101624371741,0.5947414363355561,0.632092598912169,0.3338500058225303,0.7573776982752355,0.4130301049327337,0,0,4,0,3,0.017,0.0037,73.68,0.47925608565254385
940,NGA-PHL,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Low,No,PHL,Philippines,East Asia & Pacific,Lower middle income,Medium,No,Cash Pickup,Mobile App,1-2 days,High,Agent,2024-08-24,1591,124.33,EUR,45.05,80.6854,0.0013,0.0296,1523,31.6,INR,42.59,74.282,0.0291,0.0571,0.0018,Opaque,Requires documentation for large amounts,,0.796,0.098,0.425,8,1,0.2876,0.4100286020837888,0.2502036637756818,0.361301176300837,0.4688400107067774,0.4242596919810936,0.4961351924904347,0.3248321198200479,0.150357202616434,0.4168435546985363,0.5592812280890879,0.3504746071796129,0.5666633016128154,0.3552108090579693,0.7102829826031691,0.2642193638377405,0.351894172803278,1,1,3,0,3,0.092,0.0136,117.42,0.5823105643115927
941,IND-MEX,IND,India,South Asia,Lower middle income,High,No,MEX,Mexico,Latin America & Caribbean,Upper middle income,Medium,G8G20,Card Transfer,Agent Network,1-2 days,Medium,Agent,2023-02-26,1193,32.24,USD,2.7,82.798,0.0167,0.019,1185,32.39,INR,14.8,74.8031,0.0105,0.023,0.0127,Transparent,Prefer local bank transfer where possible,,0.347,0.027,0.347,8,3,0.1598,0.3014645254491075,0.2424504427890113,0.1467152862529513,0.2783936806488193,0.4732570809997341,0.4292319096876234,0.3798514450999906,0.3742264633149779,0.4748032063835224,0.3972951812520977,0.4554429594332503,0.5313686407992826,0.2348179637340445,0.5769903447466422,0.3758694477279558,0.2015656089868585,0,0,2,0,2,0.101,0.0011,121.24,0.4963634721594927
942,POL-CAN,POL,Poland,Europe,High income,Medium,No,CAN,Canada,North America,High income,High,G8G20,Bank Transfer,Bank Branch,1-2 days,Medium,Agent,2021-03-06,3079,54.21,ZAR,33.88,34.5075,0.0173,0.0283,3223,65.64,PHP,24.3,57.1107,0.0197,0.0272,0.004,Transparent,High AML checks required,,0.227,0.075,0.728,6,3,0.2188,0.4996151005258771,0.3510048382925637,0.7794613657195545,0.4675103453876425,0.8403336957705574,0.6345701406863391,0.707783695858715,0.4913440241978882,0.574951563035401,0.6280587567986123,0.749746289727302,0.7129728068089229,0.5058000747952989,0.4076431606989625,0.4086988409678876,0.6127862813412325,1,1,3,0,3,0.0,0.0113,99.18,0.5546948793936174
943,MAR-SAU,MAR,Morocco,Middle East & North Africa,Lower middle income,Low,No,SAU,Saudi Arabia,Middle East & North Africa,High income,High,G8G20,Card Transfer,Agent Network,3-7 days,Very High,ATM,2025-01-26,3051,85.24,AUD,16.53,50.9431,0.0151,0.0205,3144,148.56,GBP,22.07,25.9024,0.0196,0.0266,0.0173,Opaque,High AML checks required,,0.505,0.105,0.424,7,1,0.2094,0.479885445358813,0.5939178015901515,0.3866207161496609,0.2880224272509717,0.2463484628052653,0.555000007970002,0.2244468119866957,0.3091275106707479,0.3230831806467624,0.3416653834578776,0.4742963120043008,0.436577706764109,0.0601564085505764,0.5482412908155848,0.1324509311065747,0.4378661687709193,0,1,1,0,2,0.124,0.0042,72.82,0.7280241413550393
944,NOR-IRL,NOR,Norway,Europe,High income,High,No,IRL,Ireland,Europe,High income,High,No,Remittance Service,Bank Branch,Instant,High,Branch,2025-01-12,517,39.87,CNY,4.26,79.7434,0.0114,0.0196,534,7.78,PHP,5.47,72.0462,0.017,0.0272,0.0043,Transparent,Prefer local bank transfer where possible,,0.472,0.062,0.419,5,5,0.2016,0.6833849813035665,0.5411555929731979,0.652295438713755,0.7115909592978416,0.9928839541066006,0.8535965290100294,0.8813333933220696,0.8917465961064721,0.7384626854490612,0.8405025553238884,0.952063333671839,0.6656236607716706,0.9267580293155796,0.3204362136084833,0.9100839979373418,0.5679512355713241,1,1,1,2,3,0.188,0.019,88.48,0.23809889634647405
